CallerId,ReceiverId,Type,ReceiverLAC,ReceiverCell,Duration,Date,Day,IsWeekend,Direction,GeoDistance,alter,CallerCell,CallerLAC
18478569799472122,19402952582416122,CALL,280,62322,4,20170301T100949,2017-3-1,0,In,0,mm,62322,280
19632754578896122,19469384844048122,CALL,296,27562,1,20170301T165050,2017-3-1,0,In,0,mm,27561,296
18694126370304122,18663796588576122,CALL,112,12641,1,20170301T152930,2017-3-1,0,In,0,mm,60273,201
18844588355312122,18594445718240122,CALL,482,18902,12,20170301T172101,2017-3-1,0,In,0,mm,0,0
18908097006544122,18800366654048122,CALL,293,27652,1,20170301T193212,2017-3-1,0,In,0,mm,27652,293
18608826242608122,19326563293712122,CALL,196,43313,1,20170301T215827,2017-3-1,0,In,0,mm,43313,196
19075682403664122,18487632356576122,CALL,1405,19653,3,20170301T185859,2017-3-1,0,In,0,mm,27173,296
18445706830736122,19437593918720122,CALL,389,19922,2,20170301T064334,2017-3-1,0,In,0,mm,18933,389
18445706830736122,19437593918720122,CALL,389,19922,2,20170301T064334,2017-3-1,0,In,0,mm,55212,389
19747312153808122,19197584876528122,CALL,651,34412,2,20170301T120032,2017-3-1,0,In,0,mm,25871,651
19747312153808122,19197584876528122,CALL,651,34412,2,20170301T120032,2017-3-1,0,In,0,mm,25871,651
18909383395120122,17564657974480122,CALL,357,16103,4,20170301T090025,2017-3-1,0,In,0,mm,62451,321
18909383395120122,17564657974480122,CALL,357,16103,4,20170301T090025,2017-3-1,0,In,0,mm,16103,357
19629702551936122,18502455200240122,CALL,353,4633,31,20170301T202231,2017-3-1,0,In,0,mm,4633,353
19745411482864122,19706926779840122,CALL,415,31981,1,20170301T190013,2017-3-1,0,In,0,mm,31981,415
18899225532752122,19028530171664122,CALL,341,62411,42,20170301T111649,2017-3-1,0,In,0,mm,0,0
18505732462304122,19610199682192122,CALL,455,8812,41,20170301T102720,2017-3-1,0,In,0,mm,63893,455
18739394153792122,19151944241744122,CALL,166,46911,9,20170301T095334,2017-3-1,0,In,0,mm,,
18630868028816122,19033906836080122,CALL,318,65222,1,20170301T162437,2017-3-1,0,In,0,mm,8032,327
18437976828656122,19117302045360122,CALL,381,24233,1,20170301T164350,2017-3-1,0,In,0,mm,24232,381
19494940387856122,19270602175280122,CALL,427,63122,2,20170301T214858,2017-3-1,0,In,0,mm,63122,427
18451155887424122,13212471300640122,CALL,385,17521,1,20170301T122629,2017-3-1,0,In,0,mm,17522,385
19635401018592122,19396926094480122,CALL,438,16353,5,20170301T011505,2017-3-1,0,In,0,mm,16052,438
19057512737312122,19452025187808122,CALL,166,46083,2,20170301T100651,2017-3-1,0,In,0,mm,46082,166
19057512737312122,19452025187808122,CALL,166,46083,2,20170301T100651,2017-3-1,0,In,0,mm,46122,166
19301877118768122,19149739155408122,CALL,143,48323,7,20170301T144552,2017-3-1,0,In,0,mm,48321,143
19301877118768122,19149739155408122,CALL,143,48323,7,20170301T144552,2017-3-1,0,In,0,mm,48323,143
19301877118768122,19149739155408122,CALL,143,48323,7,20170301T144552,2017-3-1,0,In,0,mm,0,0
19301877118768122,19149739155408122,CALL,143,48323,7,20170301T144552,2017-3-1,0,In,0,mm,0,0
19588749591328122,18662591616496122,CALL,380,31512,1,20170301T172708,2017-3-1,0,In,0,mm,56492,755
19588749591328122,18662591616496122,CALL,380,31512,1,20170301T172708,2017-3-1,0,In,0,mm,56493,755
19618120899904122,19351686892112122,CALL,461,12842,1,20170301T120841,2017-3-1,0,In,0,mm,,
19354133449216122,19484554696912122,CALL,448,6173,1,20170301T150105,2017-3-1,0,In,0,mm,6171,448
19430397073616122,18507815179104122,CALL,360,12893,2,20170301T075635,2017-3-1,0,In,0,mm,12893,360
18608736635504122,19572140917248122,CALL,1703,10713,2,20170301T110008,2017-3-1,0,In,0,mm,0,0
18835679038000122,19218762718992122,CALL,495,1713,1,20170301T170616,2017-3-1,0,In,0,mm,1713,495
19208053518880122,18663015265440122,CALL,202,64591,1,20170301T054105,2017-3-1,0,In,0,mm,17883,393
19208053518880122,18663015265440122,CALL,202,64591,1,20170301T054105,2017-3-1,0,In,0,mm,17883,393
18434728068320122,18851135178416122,CALL,1449,36092,2,20170301T180705,2017-3-1,0,In,0,mm,36092,1449
19322290442736122,18622508911296122,CALL,650,34393,1,20170301T171456,2017-3-1,0,In,0,mm,32983,650
19322290442736122,18622508911296122,CALL,650,34393,1,20170301T171456,2017-3-1,0,In,0,mm,32983,650
19322290442736122,18622508911296122,CALL,650,34393,1,20170301T171456,2017-3-1,0,In,0,mm,32983,650
18057967285296122,18933075383744122,CALL,0.00,54273,34,20170301T222649,2017-3-1,0,In,0,mm,15433,0.00
18057967285296122,18933075383744122,CALL,0.00,54273,34,20170301T222649,2017-3-1,0,In,0,mm,54273,0.00
18057967285296122,18933075383744122,CALL,0.00,54273,34,20170301T222649,2017-3-1,0,In,0,mm,15433,0.00
18057967285296122,18933075383744122,CALL,0.00,54273,34,20170301T222649,2017-3-1,0,In,0,mm,54273,0.00
18057967285296122,18933075383744122,CALL,0.00,54273,34,20170301T222649,2017-3-1,0,In,0,mm,54272,0.00
18057967285296122,18933075383744122,CALL,0.00,54273,34,20170301T222649,2017-3-1,0,In,0,mm,44162,164
18057967285296122,18933075383744122,CALL,0.00,54273,34,20170301T222649,2017-3-1,0,In,0,mm,54272,0.00
19193086208240122,19114103990048122,CALL,305,34302,9,20170301T201348,2017-3-1,0,In,0,mm,34302,305
19443129989040122,19332128527360122,CALL,163,0.0041,1,20170301T212252,2017-3-1,0,In,0,mm,0.0041,163
19443129989040122,19332128527360122,CALL,163,0.0041,1,20170301T212252,2017-3-1,0,In,0,mm,0,0
19374805141216122,18444340838448122,CALL,220,16252,1,20170301T095345,2017-3-1,0,In,0,mm,16861,238
19374805141216122,18444340838448122,CALL,220,16252,1,20170301T095345,2017-3-1,0,In,0,mm,24321,262
19108640060592122,18956224807440122,CALL,494,30482,1,20170301T095219,2017-3-1,0,In,0,mm,32871,456
18626082067344122,13234736601792122,CALL,395,31562,8,20170301T193606,2017-3-1,0,In,0,mm,31563,395
18995055606656122,18978826280784122,CALL,263,13213,4,20170301T112809,2017-3-1,0,In,0,mm,0,0
18995055606656122,18978826280784122,CALL,263,13213,4,20170301T112809,2017-3-1,0,In,0,mm,0,0
19169334609456122,13348502267968122,CALL,322,15682,2,20170301T180015,2017-3-1,0,In,0,mm,15682,322
19168524797824122,19449123224960122,CALL,334,6353,1,20170301T173327,2017-3-1,0,In,0,mm,6353,334
19127566266544122,18895159299456122,CALL,1453,11692,1,20170301T124008,2017-3-1,0,In,0,mm,21682,346
19019694688912122,19443223301104122,CALL,379,31271,3,20170301T201807,2017-3-1,0,In,0,mm,36113,0.00
18498591165136122,19165310083424122,CALL,320,9042,1,20170301T103500,2017-3-1,0,In,0,mm,0,0
18554164268400122,18986246124784122,CALL,1254,7353,2,20170301T130146,2017-3-1,0,In,0,mm,4441,492
18793040333824122,19470280756304122,CALL,164,29103,1,20170301T163527,2017-3-1,0,In,0,mm,12281,164
19193500872656122,19194178483376122,CALL,755,56481,1,20170301T153722,2017-3-1,0,In,0,mm,40803,194
19012798607168122,19278712372416122,CALL,427,0.0063,10,20170301T125828,2017-3-1,0,In,0,mm,0,0
19012798607168122,19278712372416122,CALL,427,0.0063,10,20170301T125828,2017-3-1,0,In,0,mm,0.0062,427
19012798607168122,19278712372416122,CALL,427,0.0063,10,20170301T125828,2017-3-1,0,In,0,mm,0.0063,427
19012798607168122,19278712372416122,CALL,427,0.0063,10,20170301T125828,2017-3-1,0,In,0,mm,0.0061,427
19012798607168122,19278712372416122,CALL,427,0.0063,10,20170301T125828,2017-3-1,0,In,0,mm,0.0062,427
19012798607168122,19278712372416122,CALL,427,0.0063,10,20170301T125828,2017-3-1,0,In,0,mm,0.0063,427
19012798607168122,19278712372416122,CALL,427,0.0063,10,20170301T125828,2017-3-1,0,In,0,mm,60261,427
19012798607168122,19278712372416122,CALL,427,0.0063,10,20170301T125828,2017-3-1,0,In,0,mm,0.0063,427
19012798607168122,19278712372416122,CALL,427,0.0063,10,20170301T125828,2017-3-1,0,In,0,mm,63461,427
19012798607168122,19278712372416122,CALL,427,0.0063,10,20170301T125828,2017-3-1,0,In,0,mm,0,0
19012798607168122,19278712372416122,CALL,427,0.0063,10,20170301T125828,2017-3-1,0,In,0,mm,47902,427
17679963607280122,19644531336768122,CALL,181,45282,1,20170301T180602,2017-3-1,0,In,0,mm,40863,181
18618148702656122,19263433686352122,CALL,293,59412,2,20170301T175335,2017-3-1,0,In,0,mm,59412,293
19027406272048122,19295147455888122,CALL,455,62421,1,20170301T142938,2017-3-1,0,In,0,mm,62421,455
19323311542944122,19341806544480122,CALL,150,49642,3,20170301T085710,2017-3-1,0,In,0,mm,49643,150
18868823199968122,19515916905440122,CALL,470,23842,1,20170301T170019,2017-3-1,0,In,0,mm,0,0
18674257582832122,19004671499536122,CALL,248,50563,1,20170301T091454,2017-3-1,0,In,0,mm,50563,248
19605785606080122,19304251707024122,CALL,754,57791,1,20170301T184517,2017-3-1,0,In,0,mm,57792,754
19199843949424122,18791929997008122,CALL,140,49241,2,20170301T153629,2017-3-1,0,In,0,mm,49241,140
18643388795584122,19114585661312122,CALL,145,51633,1,20170301T112948,2017-3-1,0,In,0,mm,51633,145
18643388795584122,19114585661312122,CALL,145,51633,1,20170301T112948,2017-3-1,0,In,0,mm,42103,145
18930165865424122,13483489045248122,CALL,396,31592,3,20170301T153350,2017-3-1,0,In,0,mm,31592,396
19300444543056122,19164368348752122,CALL,477,1631,8,20170301T185902,2017-3-1,0,In,0,mm,1631,477
19576628880848122,18488047338560122,CALL,199,43443,12,20170301T213054,2017-3-1,0,In,0,mm,43443,199
18459749767088122,18663409790752122,CALL,194,55323,5,20170301T204400,2017-3-1,0,In,0,mm,46402,144
19634940730240122,19400564616608122,CALL,248,57172,1,20170301T204237,2017-3-1,0,In,0,mm,57172,248
19615873537328122,19352110620448122,CALL,469,5503,3,20170301T121103,2017-3-1,0,In,0,mm,4392,469
18909734969360122,19748705377552122,CALL,496,32483,4,20170301T094720,2017-3-1,0,In,0,mm,22361,496
19326174497856122,19231683925776122,CALL,112,54091,6,20170301T133816,2017-3-1,0,In,0,mm,54091,112
19462675201184122,19196475902608122,CALL,116,47631,1,20170301T104609,2017-3-1,0,In,0,mm,0,0
19167519681872122,19124192609360122,CALL,348,15402,10,20170301T191938,2017-3-1,0,In,0,mm,,
18659485192784122,19362825536784122,CALL,164,41371,1,20170301T090341,2017-3-1,0,In,0,mm,41371,164
18637581680976122,18628660957680122,CALL,167,53293,1,20170301T213621,2017-3-1,0,In,0,mm,52052,281
18678601436720122,19076506889584122,CALL,136,61351,1,20170301T201048,2017-3-1,0,In,0,mm,61352,136
18827253734016122,18950036081952122,CALL,492,31322,1,20170301T180259,2017-3-1,0,In,0,mm,0,0
19723969225344122,19024894653200122,CALL,379,11512,1,20170301T093126,2017-3-1,0,In,0,mm,23431,379
19723969225344122,19024894653200122,CALL,379,11512,1,20170301T093126,2017-3-1,0,In,0,mm,16093,385
18623482482160122,13499574989168122,CALL,108,47281,1,20170301T104200,2017-3-1,0,In,0,mm,0,0
18623482482160122,13499574989168122,CALL,108,47281,1,20170301T104200,2017-3-1,0,In,0,mm,0,0
18870393322320122,18846412902560122,CALL,251,59892,2,20170301T164736,2017-3-1,0,In,0,mm,59892,251
18633774543472122,19305006500000122,CALL,335,6052,1,20170301T224129,2017-3-1,0,In,0,mm,6052,335
17612932597648122,19288800912336122,CALL,1601,25445,1,20170301T104653,2017-3-1,0,In,0,mm,0,0
18682913269168122,18434750919984122,CALL,1857,14601,60,20170301T010455,2017-3-1,0,In,0,mm,0,0
19254901150240122,19041617122480122,CALL,751,12301,2,20170301T080020,2017-3-1,0,In,0,mm,44271,751
19234033624640122,19678130997104122,CALL,405,18524,1,20170301T100048,2017-3-1,0,In,0,mm,18524,405
19234033624640122,19678130997104122,CALL,405,18524,1,20170301T100048,2017-3-1,0,In,0,mm,18524,405
19405112375616122,18855887371824122,CALL,452,30501,4,20170301T103321,2017-3-1,0,In,0,mm,30501,452
18532799272528122,19632636178960122,CALL,397,11931,3,20170301T211117,2017-3-1,0,In,0,mm,16733,397
19468401309488122,19190371147392122,CALL,145,14103,1,20170301T132036,2017-3-1,0,In,0,mm,56412,145
19468401309488122,19190371147392122,CALL,145,14103,1,20170301T132036,2017-3-1,0,In,0,mm,14103,145
19576448780096122,19321984333648122,CALL,650,32953,1,20170301T181228,2017-3-1,0,In,0,mm,11713,752
19644141336800122,18903267419168122,CALL,145,42043,1,20170301T195849,2017-3-1,0,In,0,mm,42103,145
18779930306400122,19305601212240122,CALL,378,35382,2,20170301T185840,2017-3-1,0,In,0,mm,0,0
18779930306400122,19305601212240122,CALL,378,35382,2,20170301T185840,2017-3-1,0,In,0,mm,64423,357
18779930306400122,19305601212240122,CALL,378,35382,2,20170301T185840,2017-3-1,0,In,0,mm,64423,357
18984341497472122,18932054693728122,CALL,715,31841,6,20170301T202739,2017-3-1,0,In,0,mm,31841,715
19223523380880122,19223442983248122,CALL,462,6851,1,20170301T204941,2017-3-1,0,In,0,mm,4493,464
19144854800784122,19308885818064122,CALL,471,64563,3,20170301T102317,2017-3-1,0,In,0,mm,64563,471
19538106268144122,18880673276352122,CALL,240,59341,8,20170301T144417,2017-3-1,0,In,0,mm,59352,240
19347638680800122,19520697931376122,CALL,480,64111,1,20170301T155734,2017-3-1,0,In,0,mm,64113,480
18888272030224122,19282373825600122,CALL,651,35753,1,20170301T184931,2017-3-1,0,In,0,mm,35753,651
19411170170464122,18718456353040122,CALL,455,62773,1,20170301T134327,2017-3-1,0,In,0,mm,62773,455
19411170170464122,18718456353040122,CALL,455,62773,1,20170301T134327,2017-3-1,0,In,0,mm,32251,444
19112833082912122,18523735484848122,CALL,358,13103,8,20170301T143152,2017-3-1,0,In,0,mm,13103,358
19249416155440122,19321801388016122,CALL,397,36071,2,20170301T202246,2017-3-1,0,In,0,mm,0,0
19153099765840122,19169440981504122,CALL,333,21942,5,20170301T085348,2017-3-1,0,In,0,mm,2181,333
18675918291456122,19349105871424122,CALL,476,3832,1,20170301T142747,2017-3-1,0,In,0,mm,3833,476
19076572771712122,18913545692736122,CALL,163,41542,2,20170301T084037,2017-3-1,0,In,0,mm,61471,163
18952905851344122,18464580783520122,CALL,460,8493,40,20170301T140331,2017-3-1,0,In,0,mm,8493,460
18455857587520122,18453910697200122,CALL,110,61933,2,20170301T195753,2017-3-1,0,In,0,mm,61933,110
18989943502848122,18624543198976122,CALL,753,47523,1,20170301T152825,2017-3-1,0,In,0,mm,47523,753
18721278857728122,18452553504192122,CALL,342,62401,2,20170301T115904,2017-3-1,0,In,0,mm,8881,342
19072316765072122,19542722105792122,CALL,280,47892,1,20170301T193402,2017-3-1,0,In,0,mm,47892,280
19577321165856122,19298108817184122,CALL,199,43012,3,20170301T213158,2017-3-1,0,In,0,mm,53403,199
19189906955600122,19209642576224122,CALL,193,59881,7,20170301T134550,2017-3-1,0,In,0,mm,55312,193
19189906955600122,19209642576224122,CALL,193,59881,7,20170301T134550,2017-3-1,0,In,0,mm,0,0
18708094281216122,18768908050400122,CALL,490,29411,1,20170301T201102,2017-3-1,0,In,0,mm,4103,490
19278221875408122,18657790464688122,CALL,188,63872,2,20170301T191337,2017-3-1,0,In,0,mm,0,0
19278221875408122,18657790464688122,CALL,188,63872,2,20170301T191337,2017-3-1,0,In,0,mm,63872,188
19515285315616122,18706312618880122,CALL,462,24593,1,20170301T103152,2017-3-1,0,In,0,mm,24593,462
18637130390384122,18852302267280122,CALL,715,30882,58,20170301T223107,2017-3-1,0,In,0,mm,0,0
18637130390384122,18852302267280122,CALL,715,30882,58,20170301T223107,2017-3-1,0,In,0,mm,27463,288
18477917739744122,19131515290784122,CALL,248,57203,2,20170301T132405,2017-3-1,0,In,0,mm,0,0
18550627103392122,18783292861936122,CALL,363,14901,1,20170301T115439,2017-3-1,0,In,0,mm,14901,363
18550627103392122,18783292861936122,CALL,363,14901,1,20170301T115439,2017-3-1,0,In,0,mm,65213,321
18876510939040122,19142732732016122,CALL,270,56531,1,20170301T075704,2017-3-1,0,In,0,mm,,
16127971371184122,19043201522160122,CALL,398,36102,6,20170301T185830,2017-3-1,0,In,0,mm,36102,398
19486596540064122,19222883401968122,CALL,476,32813,1,20170301T105214,2017-3-1,0,In,0,mm,63561,476
19353480251536122,19391569092816122,CALL,446,4191,1,20170301T181154,2017-3-1,0,In,0,mm,0,0
18603558001200122,19014617120624122,CALL,201,54471,1,20170301T224737,2017-3-1,0,In,0,mm,54472,201
18544304509760122,19634942701808122,CALL,283,58392,1,20170301T161932,2017-3-1,0,In,0,mm,57212,248
18964105839568122,18672721016832122,CALL,188,45133,1,20170301T181723,2017-3-1,0,In,0,mm,45132,188
18964105839568122,18672721016832122,CALL,188,45133,1,20170301T181723,2017-3-1,0,In,0,mm,45132,188
18964105839568122,18672721016832122,CALL,188,45133,1,20170301T181723,2017-3-1,0,In,0,mm,45132,188
18663395751600122,18753047976720122,CALL,195,55481,2,20170301T112627,2017-3-1,0,In,0,mm,55481,195
19429604675296122,19168717468976122,CALL,319,59071,1,20170301T160505,2017-3-1,0,In,0,mm,15563,319
18687830346528122,19182272025440122,CALL,385,64411,1,20170301T131732,2017-3-1,0,In,0,mm,,
18950978253280122,18708531889920122,CALL,447,13353,9,20170301T093403,2017-3-1,0,In,0,mm,13353,447
19271416194688122,18821677650128122,CALL,456,11712,2,20170301T193359,2017-3-1,0,In,0,mm,11712,456
19037764255184122,19677602246384122,CALL,356,16161,42,20170301T161713,2017-3-1,0,In,0,mm,0,0
19037764255184122,19677602246384122,CALL,356,16161,42,20170301T161713,2017-3-1,0,In,0,mm,16161,356
19037764255184122,19677602246384122,CALL,356,16161,42,20170301T161713,2017-3-1,0,In,0,mm,16161,356
18708640312928122,18582175737568122,CALL,112,54063,2,20170301T122101,2017-3-1,0,In,0,mm,54063,112
18461672336992122,18674983728528122,CALL,301,28693,1,20170301T160405,2017-3-1,0,In,0,mm,28693,301
18678896047200122,19116515733760122,CALL,197,14923,3,20170301T212316,2017-3-1,0,In,0,mm,14923,197
19559173345536122,19172831416864122,CALL,348,14851,1,20170301T173322,2017-3-1,0,In,0,mm,28253,348
19327894962192122,19425381285536122,CALL,0.00,11972,1,20170301T100222,2017-3-1,0,In,0,mm,11972,0.00
19472008061584122,18872485433840122,CALL,152,12902,2,20170301T172134,2017-3-1,0,In,0,mm,12902,152
18505448397728122,19336037749744122,CALL,2031,16871,1,20170301T121747,2017-3-1,0,In,0,mm,39201,232
